id,method,setting_id,batch_number
233,plug_in_pc,1,33
234,plug_in_pc,1,34
235,plug_in_pc,1,35
236,plug_in_pc,1,36
237,plug_in_pc,1,37
238,plug_in_pc,1,38
239,plug_in_pc,1,39
240,plug_in_pc,1,40
241,plug_in_pc,1,41
242,plug_in_pc,1,42
243,plug_in_pc,1,43
244,plug_in_pc,1,44
245,plug_in_pc,1,45
246,plug_in_pc,1,46
247,plug_in_pc,1,47
248,plug_in_pc,1,48
249,plug_in_pc,1,49
250,plug_in_pc,1,50
251,plug_in_pc,1,51
252,plug_in_pc,1,52
253,plug_in_pc,1,53
254,plug_in_pc,1,54
255,plug_in_pc,1,55
256,plug_in_pc,1,56
257,plug_in_pc,1,57
258,plug_in_pc,1,58
259,plug_in_pc,1,59
260,plug_in_pc,1,60
261,plug_in_pc,1,61
262,plug_in_pc,1,62
263,plug_in_pc,1,63
264,plug_in_pc,1,64
265,plug_in_pc,1,65
266,plug_in_pc,1,66
267,plug_in_pc,1,67
268,plug_in_pc,1,68
269,plug_in_pc,1,69
270,plug_in_pc,1,70
271,plug_in_pc,1,71
272,plug_in_pc,1,72
273,plug_in_pc,1,73
274,plug_in_pc,1,74
275,plug_in_pc,1,75
276,plug_in_pc,1,76
277,plug_in_pc,1,77
278,plug_in_pc,1,78
279,plug_in_pc,1,79
280,plug_in_pc,1,80
281,plug_in_pc,1,81
282,plug_in_pc,1,82
283,plug_in_pc,1,83
284,plug_in_pc,1,84
285,plug_in_pc,1,85
286,plug_in_pc,1,86
287,plug_in_pc,1,87
288,plug_in_pc,1,88
289,plug_in_pc,1,89
290,plug_in_pc,1,90
291,plug_in_pc,1,91
292,plug_in_pc,1,92
293,plug_in_pc,1,93
294,plug_in_pc,1,94
295,plug_in_pc,1,95
296,plug_in_pc,1,96
297,plug_in_pc,1,97
298,plug_in_pc,1,98
299,plug_in_pc,1,99
300,plug_in_pc,1,100
301,debiased_pc,2,1
302,debiased_pc,2,2
303,debiased_pc,2,3
304,debiased_pc,2,4
305,debiased_pc,2,5
306,debiased_pc,2,6
307,debiased_pc,2,7
308,debiased_pc,2,8
309,debiased_pc,2,9
310,debiased_pc,2,10
311,debiased_pc,2,11
312,debiased_pc,2,12
313,debiased_pc,2,13
314,debiased_pc,2,14
315,debiased_pc,2,15
316,debiased_pc,2,16
317,debiased_pc,2,17
318,debiased_pc,2,18
319,debiased_pc,2,19
320,debiased_pc,2,20
321,debiased_pc,2,21
322,debiased_pc,2,22
323,debiased_pc,2,23
324,debiased_pc,2,24
325,debiased_pc,2,25
326,debiased_pc,2,26
327,debiased_pc,2,27
328,debiased_pc,2,28
329,debiased_pc,2,29
330,debiased_pc,2,30
331,debiased_pc,2,31
332,debiased_pc,2,32
333,debiased_pc,2,33
334,debiased_pc,2,34
335,debiased_pc,2,35
336,debiased_pc,2,36
337,debiased_pc,2,37
338,debiased_pc,2,38
339,debiased_pc,2,39
340,debiased_pc,2,40
341,debiased_pc,2,41
342,debiased_pc,2,42
343,debiased_pc,2,43
344,debiased_pc,2,44
345,debiased_pc,2,45
346,debiased_pc,2,46
347,debiased_pc,2,47
348,debiased_pc,2,48
349,debiased_pc,2,49
350,debiased_pc,2,50
351,debiased_pc,2,51
352,debiased_pc,2,52
353,debiased_pc,2,53
354,debiased_pc,2,54
355,debiased_pc,2,55
356,debiased_pc,2,56
357,debiased_pc,2,57
358,debiased_pc,2,58
359,debiased_pc,2,59
360,debiased_pc,2,60
361,debiased_pc,2,61
362,debiased_pc,2,62
363,debiased_pc,2,63
364,debiased_pc,2,64
365,debiased_pc,2,65
366,debiased_pc,2,66
367,debiased_pc,2,67
368,debiased_pc,2,68
369,debiased_pc,2,69
370,debiased_pc,2,70
371,debiased_pc,2,71
372,debiased_pc,2,72
373,debiased_pc,2,73
374,debiased_pc,2,74
375,debiased_pc,2,75
376,debiased_pc,2,76
377,debiased_pc,2,77
378,debiased_pc,2,78
379,debiased_pc,2,79
380,debiased_pc,2,80
381,debiased_pc,2,81
382,debiased_pc,2,82
383,debiased_pc,2,83
384,debiased_pc,2,84
385,debiased_pc,2,85
386,debiased_pc,2,86
387,debiased_pc,2,87
388,debiased_pc,2,88
389,debiased_pc,2,89
390,debiased_pc,2,90
391,debiased_pc,2,91
392,debiased_pc,2,92
393,debiased_pc,2,93
394,debiased_pc,2,94
395,debiased_pc,2,95
396,debiased_pc,2,96
397,debiased_pc,2,97
398,debiased_pc,2,98
399,debiased_pc,2,99
400,debiased_pc,2,100
401,oracle_pc,2,1
402,oracle_pc,2,2
403,oracle_pc,2,3
404,oracle_pc,2,4
405,oracle_pc,2,5
406,oracle_pc,2,6
407,oracle_pc,2,7
408,oracle_pc,2,8
409,oracle_pc,2,9
410,oracle_pc,2,10
411,oracle_pc,2,11
412,oracle_pc,2,12
413,oracle_pc,2,13
414,oracle_pc,2,14
415,oracle_pc,2,15
416,oracle_pc,2,16
417,oracle_pc,2,17
418,oracle_pc,2,18
419,oracle_pc,2,19
420,oracle_pc,2,20
421,oracle_pc,2,21
422,oracle_pc,2,22
423,oracle_pc,2,23
424,oracle_pc,2,24
425,oracle_pc,2,25
426,oracle_pc,2,26
427,oracle_pc,2,27
428,oracle_pc,2,28
429,oracle_pc,2,29
430,oracle_pc,2,30
431,oracle_pc,2,31
432,oracle_pc,2,32
433,oracle_pc,2,33
434,oracle_pc,2,34
435,oracle_pc,2,35
436,oracle_pc,2,36
437,oracle_pc,2,37
438,oracle_pc,2,38
439,oracle_pc,2,39
440,oracle_pc,2,40
441,oracle_pc,2,41
442,oracle_pc,2,42
443,oracle_pc,2,43
444,oracle_pc,2,44
445,oracle_pc,2,45
446,oracle_pc,2,46
447,oracle_pc,2,47
448,oracle_pc,2,48
449,oracle_pc,2,49
450,oracle_pc,2,50
451,oracle_pc,2,51
452,oracle_pc,2,52
453,oracle_pc,2,53
454,oracle_pc,2,54
455,oracle_pc,2,55
456,oracle_pc,2,56
457,oracle_pc,2,57
458,oracle_pc,2,58
459,oracle_pc,2,59
460,oracle_pc,2,60
461,oracle_pc,2,61
462,oracle_pc,2,62
463,oracle_pc,2,63
464,oracle_pc,2,64
465,oracle_pc,2,65
466,oracle_pc,2,66
467,oracle_pc,2,67
468,oracle_pc,2,68
469,oracle_pc,2,69
470,oracle_pc,2,70
471,oracle_pc,2,71
472,oracle_pc,2,72
473,oracle_pc,2,73
474,oracle_pc,2,74
475,oracle_pc,2,75
476,oracle_pc,2,76
477,oracle_pc,2,77
478,oracle_pc,2,78
479,oracle_pc,2,79
480,oracle_pc,2,80
481,oracle_pc,2,81
482,oracle_pc,2,82
483,oracle_pc,2,83
484,oracle_pc,2,84
485,oracle_pc,2,85
486,oracle_pc,2,86
487,oracle_pc,2,87
488,oracle_pc,2,88
489,oracle_pc,2,89
490,oracle_pc,2,90
491,oracle_pc,2,91
492,oracle_pc,2,92
493,oracle_pc,2,93
494,oracle_pc,2,94
495,oracle_pc,2,95
496,oracle_pc,2,96
497,oracle_pc,2,97
498,oracle_pc,2,98
499,oracle_pc,2,99
500,oracle_pc,2,100
501,plug_in_pc,2,1
502,plug_in_pc,2,2
503,plug_in_pc,2,3
504,plug_in_pc,2,4
505,plug_in_pc,2,5
506,plug_in_pc,2,6
507,plug_in_pc,2,7
508,plug_in_pc,2,8
509,plug_in_pc,2,9
510,plug_in_pc,2,10
511,plug_in_pc,2,11
512,plug_in_pc,2,12
513,plug_in_pc,2,13
514,plug_in_pc,2,14
515,plug_in_pc,2,15
516,plug_in_pc,2,16
517,plug_in_pc,2,17
518,plug_in_pc,2,18
519,plug_in_pc,2,19
520,plug_in_pc,2,20
521,plug_in_pc,2,21
522,plug_in_pc,2,22
523,plug_in_pc,2,23
524,plug_in_pc,2,24
525,plug_in_pc,2,25
526,plug_in_pc,2,26
527,plug_in_pc,2,27
528,plug_in_pc,2,28
529,plug_in_pc,2,29
530,plug_in_pc,2,30
531,plug_in_pc,2,31
532,plug_in_pc,2,32
533,plug_in_pc,2,33
534,plug_in_pc,2,34
535,plug_in_pc,2,35
536,plug_in_pc,2,36
537,plug_in_pc,2,37
538,plug_in_pc,2,38
539,plug_in_pc,2,39
540,plug_in_pc,2,40
541,plug_in_pc,2,41
542,plug_in_pc,2,42
543,plug_in_pc,2,43
544,plug_in_pc,2,44
545,plug_in_pc,2,45
546,plug_in_pc,2,46
547,plug_in_pc,2,47
548,plug_in_pc,2,48
549,plug_in_pc,2,49
550,plug_in_pc,2,50
551,plug_in_pc,2,51
552,plug_in_pc,2,52
553,plug_in_pc,2,53
554,plug_in_pc,2,54
555,plug_in_pc,2,55
556,plug_in_pc,2,56
557,plug_in_pc,2,57
558,plug_in_pc,2,58
559,plug_in_pc,2,59
560,plug_in_pc,2,60
561,plug_in_pc,2,61
562,plug_in_pc,2,62
563,plug_in_pc,2,63
564,plug_in_pc,2,64
565,plug_in_pc,2,65
566,plug_in_pc,2,66
567,plug_in_pc,2,67
568,plug_in_pc,2,68
569,plug_in_pc,2,69
570,plug_in_pc,2,70
571,plug_in_pc,2,71
572,plug_in_pc,2,72
573,plug_in_pc,2,73
574,plug_in_pc,2,74
575,plug_in_pc,2,75
576,plug_in_pc,2,76
577,plug_in_pc,2,77
578,plug_in_pc,2,78
579,plug_in_pc,2,79
580,plug_in_pc,2,80
581,plug_in_pc,2,81
582,plug_in_pc,2,82
583,plug_in_pc,2,83
584,plug_in_pc,2,84
585,plug_in_pc,2,85
586,plug_in_pc,2,86
587,plug_in_pc,2,87
588,plug_in_pc,2,88
589,plug_in_pc,2,89
590,plug_in_pc,2,90
591,plug_in_pc,2,91
592,plug_in_pc,2,92
593,plug_in_pc,2,93
594,plug_in_pc,2,94
595,plug_in_pc,2,95
596,plug_in_pc,2,96
597,plug_in_pc,2,97
598,plug_in_pc,2,98
599,plug_in_pc,2,99
600,plug_in_pc,2,100
601,debiased_pc,3,1
602,debiased_pc,3,2
603,debiased_pc,3,3
604,debiased_pc,3,4
605,debiased_pc,3,5
606,debiased_pc,3,6
607,debiased_pc,3,7
608,debiased_pc,3,8
609,debiased_pc,3,9
610,debiased_pc,3,10
611,debiased_pc,3,11
612,debiased_pc,3,12
613,debiased_pc,3,13
614,debiased_pc,3,14
615,debiased_pc,3,15
616,debiased_pc,3,16
617,debiased_pc,3,17
618,debiased_pc,3,18
619,debiased_pc,3,19
620,debiased_pc,3,20
621,debiased_pc,3,21
622,debiased_pc,3,22
623,debiased_pc,3,23
624,debiased_pc,3,24
625,debiased_pc,3,25
626,debiased_pc,3,26
627,debiased_pc,3,27
628,debiased_pc,3,28
629,debiased_pc,3,29
630,debiased_pc,3,30
631,debiased_pc,3,31
632,debiased_pc,3,32
633,debiased_pc,3,33
634,debiased_pc,3,34
635,debiased_pc,3,35
636,debiased_pc,3,36
637,debiased_pc,3,37
638,debiased_pc,3,38
639,debiased_pc,3,39
640,debiased_pc,3,40
641,debiased_pc,3,41
642,debiased_pc,3,42
643,debiased_pc,3,43
644,debiased_pc,3,44
645,debiased_pc,3,45
646,debiased_pc,3,46
647,debiased_pc,3,47
648,debiased_pc,3,48
649,debiased_pc,3,49
650,debiased_pc,3,50
651,debiased_pc,3,51
652,debiased_pc,3,52
653,debiased_pc,3,53
654,debiased_pc,3,54
655,debiased_pc,3,55
656,debiased_pc,3,56
657,debiased_pc,3,57
658,debiased_pc,3,58
659,debiased_pc,3,59
660,debiased_pc,3,60
661,debiased_pc,3,61
662,debiased_pc,3,62
663,debiased_pc,3,63
664,debiased_pc,3,64
665,debiased_pc,3,65
666,debiased_pc,3,66
667,debiased_pc,3,67
668,debiased_pc,3,68
669,debiased_pc,3,69
670,debiased_pc,3,70
671,debiased_pc,3,71
672,debiased_pc,3,72
673,debiased_pc,3,73
674,debiased_pc,3,74
675,debiased_pc,3,75
676,debiased_pc,3,76
677,debiased_pc,3,77
678,debiased_pc,3,78
679,debiased_pc,3,79
680,debiased_pc,3,80
681,debiased_pc,3,81
682,debiased_pc,3,82
683,debiased_pc,3,83
684,debiased_pc,3,84
685,debiased_pc,3,85
686,debiased_pc,3,86
687,debiased_pc,3,87
688,debiased_pc,3,88
689,debiased_pc,3,89
690,debiased_pc,3,90
691,debiased_pc,3,91
692,debiased_pc,3,92
693,debiased_pc,3,93
694,debiased_pc,3,94
695,debiased_pc,3,95
696,debiased_pc,3,96
697,debiased_pc,3,97
698,debiased_pc,3,98
699,debiased_pc,3,99
700,debiased_pc,3,100
701,oracle_pc,3,1
702,oracle_pc,3,2
703,oracle_pc,3,3
704,oracle_pc,3,4
705,oracle_pc,3,5
706,oracle_pc,3,6
707,oracle_pc,3,7
708,oracle_pc,3,8
709,oracle_pc,3,9
710,oracle_pc,3,10
711,oracle_pc,3,11
712,oracle_pc,3,12
713,oracle_pc,3,13
714,oracle_pc,3,14
715,oracle_pc,3,15
716,oracle_pc,3,16
717,oracle_pc,3,17
718,oracle_pc,3,18
719,oracle_pc,3,19
720,oracle_pc,3,20
721,oracle_pc,3,21
722,oracle_pc,3,22
723,oracle_pc,3,23
724,oracle_pc,3,24
725,oracle_pc,3,25
726,oracle_pc,3,26
727,oracle_pc,3,27
728,oracle_pc,3,28
729,oracle_pc,3,29
730,oracle_pc,3,30
731,oracle_pc,3,31
732,oracle_pc,3,32
733,oracle_pc,3,33
734,oracle_pc,3,34
735,oracle_pc,3,35
736,oracle_pc,3,36
737,oracle_pc,3,37
738,oracle_pc,3,38
739,oracle_pc,3,39
740,oracle_pc,3,40
741,oracle_pc,3,41
742,oracle_pc,3,42
743,oracle_pc,3,43
744,oracle_pc,3,44
745,oracle_pc,3,45
746,oracle_pc,3,46
747,oracle_pc,3,47
748,oracle_pc,3,48
749,oracle_pc,3,49
750,oracle_pc,3,50
751,oracle_pc,3,51
752,oracle_pc,3,52
753,oracle_pc,3,53
754,oracle_pc,3,54
755,oracle_pc,3,55
756,oracle_pc,3,56
757,oracle_pc,3,57
758,oracle_pc,3,58
759,oracle_pc,3,59
760,oracle_pc,3,60
761,oracle_pc,3,61
762,oracle_pc,3,62
763,oracle_pc,3,63
764,oracle_pc,3,64
765,oracle_pc,3,65
766,oracle_pc,3,66
767,oracle_pc,3,67
768,oracle_pc,3,68
769,oracle_pc,3,69
770,oracle_pc,3,70
771,oracle_pc,3,71
772,oracle_pc,3,72
773,oracle_pc,3,73
774,oracle_pc,3,74
775,oracle_pc,3,75
776,oracle_pc,3,76
777,oracle_pc,3,77
778,oracle_pc,3,78
779,oracle_pc,3,79
780,oracle_pc,3,80
781,oracle_pc,3,81
782,oracle_pc,3,82
783,oracle_pc,3,83
784,oracle_pc,3,84
785,oracle_pc,3,85
786,oracle_pc,3,86
787,oracle_pc,3,87
788,oracle_pc,3,88
789,oracle_pc,3,89
790,oracle_pc,3,90
791,oracle_pc,3,91
792,oracle_pc,3,92
793,oracle_pc,3,93
794,oracle_pc,3,94
795,oracle_pc,3,95
796,oracle_pc,3,96
797,oracle_pc,3,97
798,oracle_pc,3,98
799,oracle_pc,3,99
800,oracle_pc,3,100
801,plug_in_pc,3,1
802,plug_in_pc,3,2
803,plug_in_pc,3,3
804,plug_in_pc,3,4
805,plug_in_pc,3,5
806,plug_in_pc,3,6
807,plug_in_pc,3,7
808,plug_in_pc,3,8
809,plug_in_pc,3,9
810,plug_in_pc,3,10
811,plug_in_pc,3,11
812,plug_in_pc,3,12
813,plug_in_pc,3,13
814,plug_in_pc,3,14
815,plug_in_pc,3,15
816,plug_in_pc,3,16
817,plug_in_pc,3,17
818,plug_in_pc,3,18
819,plug_in_pc,3,19
820,plug_in_pc,3,20
821,plug_in_pc,3,21
822,plug_in_pc,3,22
823,plug_in_pc,3,23
824,plug_in_pc,3,24
825,plug_in_pc,3,25
826,plug_in_pc,3,26
827,plug_in_pc,3,27
828,plug_in_pc,3,28
829,plug_in_pc,3,29
830,plug_in_pc,3,30
831,plug_in_pc,3,31
832,plug_in_pc,3,32
833,plug_in_pc,3,33
834,plug_in_pc,3,34
835,plug_in_pc,3,35
836,plug_in_pc,3,36
837,plug_in_pc,3,37
838,plug_in_pc,3,38
839,plug_in_pc,3,39
840,plug_in_pc,3,40
841,plug_in_pc,3,41
842,plug_in_pc,3,42
843,plug_in_pc,3,43
844,plug_in_pc,3,44
845,plug_in_pc,3,45
846,plug_in_pc,3,46
847,plug_in_pc,3,47
848,plug_in_pc,3,48
849,plug_in_pc,3,49
850,plug_in_pc,3,50
851,plug_in_pc,3,51
852,plug_in_pc,3,52
853,plug_in_pc,3,53
854,plug_in_pc,3,54
855,plug_in_pc,3,55
856,plug_in_pc,3,56
857,plug_in_pc,3,57
858,plug_in_pc,3,58
859,plug_in_pc,3,59
860,plug_in_pc,3,60
861,plug_in_pc,3,61
862,plug_in_pc,3,62
863,plug_in_pc,3,63
864,plug_in_pc,3,64
865,plug_in_pc,3,65
866,plug_in_pc,3,66
867,plug_in_pc,3,67
868,plug_in_pc,3,68
869,plug_in_pc,3,69
870,plug_in_pc,3,70
871,plug_in_pc,3,71
872,plug_in_pc,3,72
873,plug_in_pc,3,73
874,plug_in_pc,3,74
875,plug_in_pc,3,75
876,plug_in_pc,3,76
877,plug_in_pc,3,77
878,plug_in_pc,3,78
879,plug_in_pc,3,79
880,plug_in_pc,3,80
881,plug_in_pc,3,81
882,plug_in_pc,3,82
883,plug_in_pc,3,83
884,plug_in_pc,3,84
885,plug_in_pc,3,85
886,plug_in_pc,3,86
887,plug_in_pc,3,87
888,plug_in_pc,3,88
889,plug_in_pc,3,89
890,plug_in_pc,3,90
891,plug_in_pc,3,91
892,plug_in_pc,3,92
893,plug_in_pc,3,93
894,plug_in_pc,3,94
895,plug_in_pc,3,95
896,plug_in_pc,3,96
897,plug_in_pc,3,97
898,plug_in_pc,3,98
899,plug_in_pc,3,99
900,plug_in_pc,3,100
901,debiased_pc,4,1
902,debiased_pc,4,2
903,debiased_pc,4,3
904,debiased_pc,4,4
905,debiased_pc,4,5
906,debiased_pc,4,6
907,debiased_pc,4,7
908,debiased_pc,4,8
909,debiased_pc,4,9
910,debiased_pc,4,10
911,debiased_pc,4,11
912,debiased_pc,4,12
913,debiased_pc,4,13
914,debiased_pc,4,14
915,debiased_pc,4,15
916,debiased_pc,4,16
917,debiased_pc,4,17
918,debiased_pc,4,18
919,debiased_pc,4,19
920,debiased_pc,4,20
921,debiased_pc,4,21
922,debiased_pc,4,22
923,debiased_pc,4,23
924,debiased_pc,4,24
925,debiased_pc,4,25
926,debiased_pc,4,26
927,debiased_pc,4,27
928,debiased_pc,4,28
929,debiased_pc,4,29
930,debiased_pc,4,30
931,debiased_pc,4,31
932,debiased_pc,4,32
933,debiased_pc,4,33
934,debiased_pc,4,34
935,debiased_pc,4,35
936,debiased_pc,4,36
937,debiased_pc,4,37
938,debiased_pc,4,38
939,debiased_pc,4,39
940,debiased_pc,4,40
941,debiased_pc,4,41
942,debiased_pc,4,42
943,debiased_pc,4,43
944,debiased_pc,4,44
945,debiased_pc,4,45
946,debiased_pc,4,46
947,debiased_pc,4,47
948,debiased_pc,4,48
949,debiased_pc,4,49
950,debiased_pc,4,50
951,debiased_pc,4,51
952,debiased_pc,4,52
953,debiased_pc,4,53
954,debiased_pc,4,54
955,debiased_pc,4,55
956,debiased_pc,4,56
957,debiased_pc,4,57
958,debiased_pc,4,58
959,debiased_pc,4,59
960,debiased_pc,4,60
961,debiased_pc,4,61
962,debiased_pc,4,62
963,debiased_pc,4,63
964,debiased_pc,4,64
965,debiased_pc,4,65
966,debiased_pc,4,66
967,debiased_pc,4,67
968,debiased_pc,4,68
969,debiased_pc,4,69
970,debiased_pc,4,70
971,debiased_pc,4,71
972,debiased_pc,4,72
973,debiased_pc,4,73
974,debiased_pc,4,74
975,debiased_pc,4,75
976,debiased_pc,4,76
977,debiased_pc,4,77
978,debiased_pc,4,78
979,debiased_pc,4,79
980,debiased_pc,4,80
981,debiased_pc,4,81
982,debiased_pc,4,82
983,debiased_pc,4,83
984,debiased_pc,4,84
985,debiased_pc,4,85
986,debiased_pc,4,86
987,debiased_pc,4,87
988,debiased_pc,4,88
989,debiased_pc,4,89
990,debiased_pc,4,90
991,debiased_pc,4,91
992,debiased_pc,4,92
993,debiased_pc,4,93
994,debiased_pc,4,94
995,debiased_pc,4,95
996,debiased_pc,4,96
997,debiased_pc,4,97
998,debiased_pc,4,98
999,debiased_pc,4,99
1000,debiased_pc,4,100
1001,oracle_pc,4,1
1002,oracle_pc,4,2
1003,oracle_pc,4,3
1004,oracle_pc,4,4
1005,oracle_pc,4,5
1006,oracle_pc,4,6
1007,oracle_pc,4,7
1008,oracle_pc,4,8
1009,oracle_pc,4,9
1010,oracle_pc,4,10
1011,oracle_pc,4,11
1012,oracle_pc,4,12
1013,oracle_pc,4,13
1014,oracle_pc,4,14
1015,oracle_pc,4,15
1016,oracle_pc,4,16
1017,oracle_pc,4,17
1018,oracle_pc,4,18
1019,oracle_pc,4,19
1020,oracle_pc,4,20
1021,oracle_pc,4,21
1022,oracle_pc,4,22
1023,oracle_pc,4,23
1024,oracle_pc,4,24
1025,oracle_pc,4,25
1026,oracle_pc,4,26
1027,oracle_pc,4,27
1028,oracle_pc,4,28
1029,oracle_pc,4,29
1030,oracle_pc,4,30
1031,oracle_pc,4,31
1032,oracle_pc,4,32
1033,oracle_pc,4,33
1034,oracle_pc,4,34
1035,oracle_pc,4,35
1036,oracle_pc,4,36
1037,oracle_pc,4,37
1038,oracle_pc,4,38
1039,oracle_pc,4,39
1040,oracle_pc,4,40
1041,oracle_pc,4,41
1042,oracle_pc,4,42
1043,oracle_pc,4,43
1044,oracle_pc,4,44
1045,oracle_pc,4,45
1046,oracle_pc,4,46
1047,oracle_pc,4,47
