id,method,setting_id,batch_number
233,Plug-in PC,1,33
234,Plug-in PC,1,34
235,Plug-in PC,1,35
236,Plug-in PC,1,36
237,Plug-in PC,1,37
238,Plug-in PC,1,38
239,Plug-in PC,1,39
240,Plug-in PC,1,40
241,Plug-in PC,1,41
242,Plug-in PC,1,42
243,Plug-in PC,1,43
244,Plug-in PC,1,44
245,Plug-in PC,1,45
246,Plug-in PC,1,46
247,Plug-in PC,1,47
248,Plug-in PC,1,48
249,Plug-in PC,1,49
250,Plug-in PC,1,50
251,Plug-in PC,1,51
252,Plug-in PC,1,52
253,Plug-in PC,1,53
254,Plug-in PC,1,54
255,Plug-in PC,1,55
256,Plug-in PC,1,56
257,Plug-in PC,1,57
258,Plug-in PC,1,58
259,Plug-in PC,1,59
260,Plug-in PC,1,60
261,Plug-in PC,1,61
262,Plug-in PC,1,62
263,Plug-in PC,1,63
264,Plug-in PC,1,64
265,Plug-in PC,1,65
266,Plug-in PC,1,66
267,Plug-in PC,1,67
268,Plug-in PC,1,68
269,Plug-in PC,1,69
270,Plug-in PC,1,70
271,Plug-in PC,1,71
272,Plug-in PC,1,72
273,Plug-in PC,1,73
274,Plug-in PC,1,74
275,Plug-in PC,1,75
276,Plug-in PC,1,76
277,Plug-in PC,1,77
278,Plug-in PC,1,78
279,Plug-in PC,1,79
280,Plug-in PC,1,80
281,Plug-in PC,1,81
282,Plug-in PC,1,82
283,Plug-in PC,1,83
284,Plug-in PC,1,84
285,Plug-in PC,1,85
286,Plug-in PC,1,86
287,Plug-in PC,1,87
288,Plug-in PC,1,88
289,Plug-in PC,1,89
290,Plug-in PC,1,90
291,Plug-in PC,1,91
292,Plug-in PC,1,92
293,Plug-in PC,1,93
294,Plug-in PC,1,94
295,Plug-in PC,1,95
296,Plug-in PC,1,96
297,Plug-in PC,1,97
298,Plug-in PC,1,98
299,Plug-in PC,1,99
300,Plug-in PC,1,100
301,Debiased PC,2,1
302,Debiased PC,2,2
303,Debiased PC,2,3
304,Debiased PC,2,4
305,Debiased PC,2,5
306,Debiased PC,2,6
307,Debiased PC,2,7
308,Debiased PC,2,8
309,Debiased PC,2,9
310,Debiased PC,2,10
311,Debiased PC,2,11
312,Debiased PC,2,12
313,Debiased PC,2,13
314,Debiased PC,2,14
315,Debiased PC,2,15
316,Debiased PC,2,16
317,Debiased PC,2,17
318,Debiased PC,2,18
319,Debiased PC,2,19
320,Debiased PC,2,20
321,Debiased PC,2,21
322,Debiased PC,2,22
323,Debiased PC,2,23
324,Debiased PC,2,24
325,Debiased PC,2,25
326,Debiased PC,2,26
327,Debiased PC,2,27
328,Debiased PC,2,28
329,Debiased PC,2,29
330,Debiased PC,2,30
331,Debiased PC,2,31
332,Debiased PC,2,32
333,Debiased PC,2,33
334,Debiased PC,2,34
335,Debiased PC,2,35
336,Debiased PC,2,36
337,Debiased PC,2,37
338,Debiased PC,2,38
339,Debiased PC,2,39
340,Debiased PC,2,40
341,Debiased PC,2,41
342,Debiased PC,2,42
343,Debiased PC,2,43
344,Debiased PC,2,44
345,Debiased PC,2,45
346,Debiased PC,2,46
347,Debiased PC,2,47
348,Debiased PC,2,48
349,Debiased PC,2,49
350,Debiased PC,2,50
351,Debiased PC,2,51
352,Debiased PC,2,52
353,Debiased PC,2,53
354,Debiased PC,2,54
355,Debiased PC,2,55
356,Debiased PC,2,56
357,Debiased PC,2,57
358,Debiased PC,2,58
359,Debiased PC,2,59
360,Debiased PC,2,60
361,Debiased PC,2,61
362,Debiased PC,2,62
363,Debiased PC,2,63
364,Debiased PC,2,64
365,Debiased PC,2,65
366,Debiased PC,2,66
367,Debiased PC,2,67
368,Debiased PC,2,68
369,Debiased PC,2,69
370,Debiased PC,2,70
371,Debiased PC,2,71
372,Debiased PC,2,72
373,Debiased PC,2,73
374,Debiased PC,2,74
375,Debiased PC,2,75
376,Debiased PC,2,76
377,Debiased PC,2,77
378,Debiased PC,2,78
379,Debiased PC,2,79
380,Debiased PC,2,80
381,Debiased PC,2,81
382,Debiased PC,2,82
383,Debiased PC,2,83
384,Debiased PC,2,84
385,Debiased PC,2,85
386,Debiased PC,2,86
387,Debiased PC,2,87
388,Debiased PC,2,88
389,Debiased PC,2,89
390,Debiased PC,2,90
391,Debiased PC,2,91
392,Debiased PC,2,92
393,Debiased PC,2,93
394,Debiased PC,2,94
395,Debiased PC,2,95
396,Debiased PC,2,96
397,Debiased PC,2,97
398,Debiased PC,2,98
399,Debiased PC,2,99
400,Debiased PC,2,100
401,Oracle PC,2,1
402,Oracle PC,2,2
403,Oracle PC,2,3
404,Oracle PC,2,4
405,Oracle PC,2,5
406,Oracle PC,2,6
407,Oracle PC,2,7
408,Oracle PC,2,8
409,Oracle PC,2,9
410,Oracle PC,2,10
411,Oracle PC,2,11
412,Oracle PC,2,12
413,Oracle PC,2,13
414,Oracle PC,2,14
415,Oracle PC,2,15
416,Oracle PC,2,16
417,Oracle PC,2,17
418,Oracle PC,2,18
419,Oracle PC,2,19
420,Oracle PC,2,20
421,Oracle PC,2,21
422,Oracle PC,2,22
423,Oracle PC,2,23
424,Oracle PC,2,24
425,Oracle PC,2,25
426,Oracle PC,2,26
427,Oracle PC,2,27
428,Oracle PC,2,28
429,Oracle PC,2,29
430,Oracle PC,2,30
431,Oracle PC,2,31
432,Oracle PC,2,32
433,Oracle PC,2,33
434,Oracle PC,2,34
435,Oracle PC,2,35
436,Oracle PC,2,36
437,Oracle PC,2,37
438,Oracle PC,2,38
439,Oracle PC,2,39
440,Oracle PC,2,40
441,Oracle PC,2,41
442,Oracle PC,2,42
443,Oracle PC,2,43
444,Oracle PC,2,44
445,Oracle PC,2,45
446,Oracle PC,2,46
447,Oracle PC,2,47
448,Oracle PC,2,48
449,Oracle PC,2,49
450,Oracle PC,2,50
451,Oracle PC,2,51
452,Oracle PC,2,52
453,Oracle PC,2,53
454,Oracle PC,2,54
455,Oracle PC,2,55
456,Oracle PC,2,56
457,Oracle PC,2,57
458,Oracle PC,2,58
459,Oracle PC,2,59
460,Oracle PC,2,60
461,Oracle PC,2,61
462,Oracle PC,2,62
463,Oracle PC,2,63
464,Oracle PC,2,64
465,Oracle PC,2,65
466,Oracle PC,2,66
467,Oracle PC,2,67
468,Oracle PC,2,68
469,Oracle PC,2,69
470,Oracle PC,2,70
471,Oracle PC,2,71
472,Oracle PC,2,72
473,Oracle PC,2,73
474,Oracle PC,2,74
475,Oracle PC,2,75
476,Oracle PC,2,76
477,Oracle PC,2,77
478,Oracle PC,2,78
479,Oracle PC,2,79
480,Oracle PC,2,80
481,Oracle PC,2,81
482,Oracle PC,2,82
483,Oracle PC,2,83
484,Oracle PC,2,84
485,Oracle PC,2,85
486,Oracle PC,2,86
487,Oracle PC,2,87
488,Oracle PC,2,88
489,Oracle PC,2,89
490,Oracle PC,2,90
491,Oracle PC,2,91
492,Oracle PC,2,92
493,Oracle PC,2,93
494,Oracle PC,2,94
495,Oracle PC,2,95
496,Oracle PC,2,96
497,Oracle PC,2,97
498,Oracle PC,2,98
499,Oracle PC,2,99
500,Oracle PC,2,100
501,Plug-in PC,2,1
502,Plug-in PC,2,2
503,Plug-in PC,2,3
504,Plug-in PC,2,4
505,Plug-in PC,2,5
506,Plug-in PC,2,6
507,Plug-in PC,2,7
508,Plug-in PC,2,8
509,Plug-in PC,2,9
510,Plug-in PC,2,10
511,Plug-in PC,2,11
512,Plug-in PC,2,12
513,Plug-in PC,2,13
514,Plug-in PC,2,14
515,Plug-in PC,2,15
516,Plug-in PC,2,16
517,Plug-in PC,2,17
518,Plug-in PC,2,18
519,Plug-in PC,2,19
520,Plug-in PC,2,20
521,Plug-in PC,2,21
522,Plug-in PC,2,22
523,Plug-in PC,2,23
524,Plug-in PC,2,24
525,Plug-in PC,2,25
526,Plug-in PC,2,26
527,Plug-in PC,2,27
528,Plug-in PC,2,28
529,Plug-in PC,2,29
530,Plug-in PC,2,30
531,Plug-in PC,2,31
532,Plug-in PC,2,32
533,Plug-in PC,2,33
534,Plug-in PC,2,34
535,Plug-in PC,2,35
536,Plug-in PC,2,36
537,Plug-in PC,2,37
538,Plug-in PC,2,38
539,Plug-in PC,2,39
540,Plug-in PC,2,40
541,Plug-in PC,2,41
542,Plug-in PC,2,42
543,Plug-in PC,2,43
544,Plug-in PC,2,44
545,Plug-in PC,2,45
546,Plug-in PC,2,46
547,Plug-in PC,2,47
548,Plug-in PC,2,48
549,Plug-in PC,2,49
550,Plug-in PC,2,50
551,Plug-in PC,2,51
552,Plug-in PC,2,52
553,Plug-in PC,2,53
554,Plug-in PC,2,54
555,Plug-in PC,2,55
556,Plug-in PC,2,56
557,Plug-in PC,2,57
558,Plug-in PC,2,58
559,Plug-in PC,2,59
560,Plug-in PC,2,60
561,Plug-in PC,2,61
562,Plug-in PC,2,62
563,Plug-in PC,2,63
564,Plug-in PC,2,64
565,Plug-in PC,2,65
566,Plug-in PC,2,66
567,Plug-in PC,2,67
568,Plug-in PC,2,68
569,Plug-in PC,2,69
570,Plug-in PC,2,70
571,Plug-in PC,2,71
572,Plug-in PC,2,72
573,Plug-in PC,2,73
574,Plug-in PC,2,74
575,Plug-in PC,2,75
576,Plug-in PC,2,76
577,Plug-in PC,2,77
578,Plug-in PC,2,78
579,Plug-in PC,2,79
580,Plug-in PC,2,80
581,Plug-in PC,2,81
582,Plug-in PC,2,82
583,Plug-in PC,2,83
584,Plug-in PC,2,84
585,Plug-in PC,2,85
586,Plug-in PC,2,86
587,Plug-in PC,2,87
588,Plug-in PC,2,88
589,Plug-in PC,2,89
590,Plug-in PC,2,90
591,Plug-in PC,2,91
592,Plug-in PC,2,92
593,Plug-in PC,2,93
594,Plug-in PC,2,94
595,Plug-in PC,2,95
596,Plug-in PC,2,96
597,Plug-in PC,2,97
598,Plug-in PC,2,98
599,Plug-in PC,2,99
600,Plug-in PC,2,100
601,Debiased PC,3,1
602,Debiased PC,3,2
603,Debiased PC,3,3
604,Debiased PC,3,4
605,Debiased PC,3,5
606,Debiased PC,3,6
607,Debiased PC,3,7
608,Debiased PC,3,8
609,Debiased PC,3,9
610,Debiased PC,3,10
611,Debiased PC,3,11
612,Debiased PC,3,12
613,Debiased PC,3,13
614,Debiased PC,3,14
615,Debiased PC,3,15
616,Debiased PC,3,16
617,Debiased PC,3,17
618,Debiased PC,3,18
619,Debiased PC,3,19
620,Debiased PC,3,20
621,Debiased PC,3,21
622,Debiased PC,3,22
623,Debiased PC,3,23
624,Debiased PC,3,24
625,Debiased PC,3,25
626,Debiased PC,3,26
627,Debiased PC,3,27
628,Debiased PC,3,28
629,Debiased PC,3,29
630,Debiased PC,3,30
631,Debiased PC,3,31
632,Debiased PC,3,32
633,Debiased PC,3,33
634,Debiased PC,3,34
635,Debiased PC,3,35
636,Debiased PC,3,36
637,Debiased PC,3,37
638,Debiased PC,3,38
639,Debiased PC,3,39
640,Debiased PC,3,40
641,Debiased PC,3,41
642,Debiased PC,3,42
643,Debiased PC,3,43
644,Debiased PC,3,44
645,Debiased PC,3,45
646,Debiased PC,3,46
647,Debiased PC,3,47
648,Debiased PC,3,48
649,Debiased PC,3,49
650,Debiased PC,3,50
651,Debiased PC,3,51
652,Debiased PC,3,52
653,Debiased PC,3,53
654,Debiased PC,3,54
655,Debiased PC,3,55
656,Debiased PC,3,56
657,Debiased PC,3,57
658,Debiased PC,3,58
659,Debiased PC,3,59
660,Debiased PC,3,60
661,Debiased PC,3,61
662,Debiased PC,3,62
663,Debiased PC,3,63
664,Debiased PC,3,64
665,Debiased PC,3,65
666,Debiased PC,3,66
667,Debiased PC,3,67
668,Debiased PC,3,68
669,Debiased PC,3,69
670,Debiased PC,3,70
671,Debiased PC,3,71
672,Debiased PC,3,72
673,Debiased PC,3,73
674,Debiased PC,3,74
675,Debiased PC,3,75
676,Debiased PC,3,76
677,Debiased PC,3,77
678,Debiased PC,3,78
679,Debiased PC,3,79
680,Debiased PC,3,80
681,Debiased PC,3,81
682,Debiased PC,3,82
683,Debiased PC,3,83
684,Debiased PC,3,84
685,Debiased PC,3,85
686,Debiased PC,3,86
687,Debiased PC,3,87
688,Debiased PC,3,88
689,Debiased PC,3,89
690,Debiased PC,3,90
691,Debiased PC,3,91
692,Debiased PC,3,92
693,Debiased PC,3,93
694,Debiased PC,3,94
695,Debiased PC,3,95
696,Debiased PC,3,96
697,Debiased PC,3,97
698,Debiased PC,3,98
699,Debiased PC,3,99
700,Debiased PC,3,100
701,Oracle PC,3,1
702,Oracle PC,3,2
703,Oracle PC,3,3
704,Oracle PC,3,4
705,Oracle PC,3,5
706,Oracle PC,3,6
707,Oracle PC,3,7
708,Oracle PC,3,8
709,Oracle PC,3,9
710,Oracle PC,3,10
711,Oracle PC,3,11
712,Oracle PC,3,12
713,Oracle PC,3,13
714,Oracle PC,3,14
715,Oracle PC,3,15
716,Oracle PC,3,16
717,Oracle PC,3,17
718,Oracle PC,3,18
719,Oracle PC,3,19
720,Oracle PC,3,20
721,Oracle PC,3,21
722,Oracle PC,3,22
723,Oracle PC,3,23
724,Oracle PC,3,24
725,Oracle PC,3,25
726,Oracle PC,3,26
727,Oracle PC,3,27
728,Oracle PC,3,28
729,Oracle PC,3,29
730,Oracle PC,3,30
731,Oracle PC,3,31
732,Oracle PC,3,32
733,Oracle PC,3,33
734,Oracle PC,3,34
735,Oracle PC,3,35
736,Oracle PC,3,36
737,Oracle PC,3,37
738,Oracle PC,3,38
739,Oracle PC,3,39
740,Oracle PC,3,40
741,Oracle PC,3,41
742,Oracle PC,3,42
743,Oracle PC,3,43
744,Oracle PC,3,44
745,Oracle PC,3,45
746,Oracle PC,3,46
747,Oracle PC,3,47
748,Oracle PC,3,48
749,Oracle PC,3,49
750,Oracle PC,3,50
751,Oracle PC,3,51
752,Oracle PC,3,52
753,Oracle PC,3,53
754,Oracle PC,3,54
755,Oracle PC,3,55
756,Oracle PC,3,56
757,Oracle PC,3,57
758,Oracle PC,3,58
759,Oracle PC,3,59
760,Oracle PC,3,60
761,Oracle PC,3,61
762,Oracle PC,3,62
763,Oracle PC,3,63
764,Oracle PC,3,64
765,Oracle PC,3,65
766,Oracle PC,3,66
767,Oracle PC,3,67
768,Oracle PC,3,68
769,Oracle PC,3,69
770,Oracle PC,3,70
771,Oracle PC,3,71
772,Oracle PC,3,72
773,Oracle PC,3,73
774,Oracle PC,3,74
775,Oracle PC,3,75
776,Oracle PC,3,76
777,Oracle PC,3,77
778,Oracle PC,3,78
779,Oracle PC,3,79
780,Oracle PC,3,80
781,Oracle PC,3,81
782,Oracle PC,3,82
783,Oracle PC,3,83
784,Oracle PC,3,84
785,Oracle PC,3,85
786,Oracle PC,3,86
787,Oracle PC,3,87
788,Oracle PC,3,88
789,Oracle PC,3,89
790,Oracle PC,3,90
791,Oracle PC,3,91
792,Oracle PC,3,92
793,Oracle PC,3,93
794,Oracle PC,3,94
795,Oracle PC,3,95
796,Oracle PC,3,96
797,Oracle PC,3,97
798,Oracle PC,3,98
799,Oracle PC,3,99
800,Oracle PC,3,100
801,Plug-in PC,3,1
802,Plug-in PC,3,2
803,Plug-in PC,3,3
804,Plug-in PC,3,4
805,Plug-in PC,3,5
806,Plug-in PC,3,6
807,Plug-in PC,3,7
808,Plug-in PC,3,8
809,Plug-in PC,3,9
810,Plug-in PC,3,10
811,Plug-in PC,3,11
812,Plug-in PC,3,12
813,Plug-in PC,3,13
814,Plug-in PC,3,14
815,Plug-in PC,3,15
816,Plug-in PC,3,16
817,Plug-in PC,3,17
818,Plug-in PC,3,18
819,Plug-in PC,3,19
820,Plug-in PC,3,20
821,Plug-in PC,3,21
822,Plug-in PC,3,22
823,Plug-in PC,3,23
824,Plug-in PC,3,24
825,Plug-in PC,3,25
826,Plug-in PC,3,26
827,Plug-in PC,3,27
828,Plug-in PC,3,28
829,Plug-in PC,3,29
830,Plug-in PC,3,30
831,Plug-in PC,3,31
832,Plug-in PC,3,32
833,Plug-in PC,3,33
834,Plug-in PC,3,34
835,Plug-in PC,3,35
836,Plug-in PC,3,36
837,Plug-in PC,3,37
838,Plug-in PC,3,38
839,Plug-in PC,3,39
840,Plug-in PC,3,40
841,Plug-in PC,3,41
842,Plug-in PC,3,42
843,Plug-in PC,3,43
844,Plug-in PC,3,44
845,Plug-in PC,3,45
846,Plug-in PC,3,46
847,Plug-in PC,3,47
848,Plug-in PC,3,48
849,Plug-in PC,3,49
850,Plug-in PC,3,50
851,Plug-in PC,3,51
852,Plug-in PC,3,52
853,Plug-in PC,3,53
854,Plug-in PC,3,54
855,Plug-in PC,3,55
856,Plug-in PC,3,56
857,Plug-in PC,3,57
858,Plug-in PC,3,58
859,Plug-in PC,3,59
860,Plug-in PC,3,60
861,Plug-in PC,3,61
862,Plug-in PC,3,62
863,Plug-in PC,3,63
864,Plug-in PC,3,64
865,Plug-in PC,3,65
866,Plug-in PC,3,66
867,Plug-in PC,3,67
868,Plug-in PC,3,68
869,Plug-in PC,3,69
870,Plug-in PC,3,70
871,Plug-in PC,3,71
872,Plug-in PC,3,72
873,Plug-in PC,3,73
874,Plug-in PC,3,74
875,Plug-in PC,3,75
876,Plug-in PC,3,76
877,Plug-in PC,3,77
878,Plug-in PC,3,78
879,Plug-in PC,3,79
880,Plug-in PC,3,80
881,Plug-in PC,3,81
882,Plug-in PC,3,82
883,Plug-in PC,3,83
884,Plug-in PC,3,84
885,Plug-in PC,3,85
886,Plug-in PC,3,86
887,Plug-in PC,3,87
888,Plug-in PC,3,88
889,Plug-in PC,3,89
890,Plug-in PC,3,90
891,Plug-in PC,3,91
892,Plug-in PC,3,92
893,Plug-in PC,3,93
894,Plug-in PC,3,94
895,Plug-in PC,3,95
896,Plug-in PC,3,96
897,Plug-in PC,3,97
898,Plug-in PC,3,98
899,Plug-in PC,3,99
900,Plug-in PC,3,100
901,Debiased PC,4,1
902,Debiased PC,4,2
903,Debiased PC,4,3
904,Debiased PC,4,4
905,Debiased PC,4,5
906,Debiased PC,4,6
907,Debiased PC,4,7
908,Debiased PC,4,8
909,Debiased PC,4,9
910,Debiased PC,4,10
911,Debiased PC,4,11
912,Debiased PC,4,12
913,Debiased PC,4,13
914,Debiased PC,4,14
915,Debiased PC,4,15
916,Debiased PC,4,16
917,Debiased PC,4,17
918,Debiased PC,4,18
919,Debiased PC,4,19
920,Debiased PC,4,20
921,Debiased PC,4,21
922,Debiased PC,4,22
923,Debiased PC,4,23
924,Debiased PC,4,24
925,Debiased PC,4,25
926,Debiased PC,4,26
927,Debiased PC,4,27
928,Debiased PC,4,28
929,Debiased PC,4,29
930,Debiased PC,4,30
931,Debiased PC,4,31
932,Debiased PC,4,32
933,Debiased PC,4,33
934,Debiased PC,4,34
935,Debiased PC,4,35
936,Debiased PC,4,36
937,Debiased PC,4,37
938,Debiased PC,4,38
939,Debiased PC,4,39
940,Debiased PC,4,40
941,Debiased PC,4,41
942,Debiased PC,4,42
943,Debiased PC,4,43
944,Debiased PC,4,44
945,Debiased PC,4,45
946,Debiased PC,4,46
947,Debiased PC,4,47
948,Debiased PC,4,48
949,Debiased PC,4,49
950,Debiased PC,4,50
951,Debiased PC,4,51
952,Debiased PC,4,52
953,Debiased PC,4,53
954,Debiased PC,4,54
955,Debiased PC,4,55
956,Debiased PC,4,56
957,Debiased PC,4,57
958,Debiased PC,4,58
959,Debiased PC,4,59
960,Debiased PC,4,60
961,Debiased PC,4,61
962,Debiased PC,4,62
963,Debiased PC,4,63
964,Debiased PC,4,64
965,Debiased PC,4,65
966,Debiased PC,4,66
967,Debiased PC,4,67
968,Debiased PC,4,68
969,Debiased PC,4,69
970,Debiased PC,4,70
971,Debiased PC,4,71
972,Debiased PC,4,72
973,Debiased PC,4,73
974,Debiased PC,4,74
975,Debiased PC,4,75
976,Debiased PC,4,76
977,Debiased PC,4,77
978,Debiased PC,4,78
979,Debiased PC,4,79
980,Debiased PC,4,80
981,Debiased PC,4,81
982,Debiased PC,4,82
983,Debiased PC,4,83
984,Debiased PC,4,84
985,Debiased PC,4,85
986,Debiased PC,4,86
987,Debiased PC,4,87
988,Debiased PC,4,88
989,Debiased PC,4,89
990,Debiased PC,4,90
991,Debiased PC,4,91
992,Debiased PC,4,92
993,Debiased PC,4,93
994,Debiased PC,4,94
995,Debiased PC,4,95
996,Debiased PC,4,96
997,Debiased PC,4,97
998,Debiased PC,4,98
999,Debiased PC,4,99
1000,Debiased PC,4,100
1001,Oracle PC,4,1
1002,Oracle PC,4,2
1003,Oracle PC,4,3
1004,Oracle PC,4,4
1005,Oracle PC,4,5
1006,Oracle PC,4,6
1007,Oracle PC,4,7
1008,Oracle PC,4,8
1009,Oracle PC,4,9
1010,Oracle PC,4,10
1011,Oracle PC,4,11
1012,Oracle PC,4,12
1013,Oracle PC,4,13
1014,Oracle PC,4,14
1015,Oracle PC,4,15
1016,Oracle PC,4,16
1017,Oracle PC,4,17
1018,Oracle PC,4,18
1019,Oracle PC,4,19
1020,Oracle PC,4,20
1021,Oracle PC,4,21
1022,Oracle PC,4,22
1023,Oracle PC,4,23
1024,Oracle PC,4,24
1025,Oracle PC,4,25
1026,Oracle PC,4,26
1027,Oracle PC,4,27
1028,Oracle PC,4,28
1029,Oracle PC,4,29
1030,Oracle PC,4,30
1031,Oracle PC,4,31
1032,Oracle PC,4,32
1033,Oracle PC,4,33
1034,Oracle PC,4,34
1035,Oracle PC,4,35
1036,Oracle PC,4,36
1037,Oracle PC,4,37
1038,Oracle PC,4,38
1039,Oracle PC,4,39
1040,Oracle PC,4,40
1041,Oracle PC,4,41
1042,Oracle PC,4,42
1043,Oracle PC,4,43
1044,Oracle PC,4,44
1045,Oracle PC,4,45
1046,Oracle PC,4,46
1047,Oracle PC,4,47
